WEEK,STORE,STORE_TYPE,STORE_SIZE,PARKING,SALES_AREA,PRODUCT,CATEGORY,MANUFACTURER,BRAND,SUBCATEGORY,SIZE,UNITS,SALES,VISITS,HHS,BASE_PRICE,PRICE,FEATURE,DISPLAY,INVENTORY
2022-10-10,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,23,28272.29,24,24,1299,1229.23,1,0,9
2022-10-10,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,6,177.24,9,7,29.99,29.54,1,0,15
2022-10-10,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,818.69,2,2,899,818.69,1,1,8
2022-10-17,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15014.09,13,11,1199,1154.93,1,0,23
2022-10-17,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15877.42,17,16,1249,1221.34,0,1,10
2022-10-17,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,11665.64,14,13,899,833.26,0,1,3
2022-10-17,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,3,89.82,7,7,29.99,29.94,1,0,8
2022-10-17,102,Suburban,35000,120,28000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,12,9917.04,15,13,899,826.42,0,0,15
2022-10-17,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,16,15892.48,21,19,1099,993.28,1,0,4
2022-10-17,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,341.4,16,16,29.99,28.45,0,1,14
2022-10-17,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,3,3379.62,3,3,1249,1126.54,1,0,18
2022-10-17,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15184.91,18,17,1199,1168.07,1,1,22
2022-10-24,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8337.56,10,8,1299,1191.08,0,1,8
2022-10-24,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,11863.3,10,8,1249,1186.33,1,0,20
2022-10-24,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,0,0,1,-1,1099,1052.17,0,0,12
2022-10-24,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,10,5914.4,11,11,649,591.44,1,0,8
2022-10-24,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,4,4745.84,9,9,1199,1186.46,1,0,13
2022-10-24,102,Suburban,35000,120,28000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,15,12733.8,19,18,899,848.92,1,1,16
2022-10-24,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,19,11253.7,22,21,649,592.3,0,0,4
2022-10-24,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,7152.56,8,7,899,894.07,1,0,11
2022-10-24,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,6,7545.18,10,9,1299,1257.53,1,1,23
2022-10-31,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,3,2637.99,7,5,899,879.33,0,0,7
2022-10-31,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,20,549.6,21,19,29.99,27.48,0,1,21
2022-10-31,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,7952.35,9,7,1249,1136.05,1,1,19
2022-10-31,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,9,11628.36,12,12,1299,1292.04,1,0,4
2022-10-31,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,8,5171.92,12,12,649,646.49,0,0,19
2022-10-31,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,231.04,13,11,29.99,28.88,1,1,16
2022-10-31,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,6565.92,12,12,899,820.74,0,1,6
2022-10-31,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,14,402.08,19,19,29.99,28.72,0,0,7
2022-10-31,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15462.72,15,15,1249,1189.44,1,1,10
2022-11-07,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,12420.48,17,16,1099,1035.04,0,1,5
2022-11-07,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,21,578.34,22,21,29.99,27.54,0,0,8
2022-11-07,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,17,19089.81,20,19,1199,1122.93,0,0,11
2022-11-07,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,11,6775.12,16,15,649,615.92,1,1,12
2022-11-07,102,Suburban,35000,120,28000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,16,13343.04,18,17,899,833.94,0,0,5
2022-11-07,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,4,4207.36,5,3,1099,1051.84,1,1,3
2022-11-07,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,199.15,11,11,29.99,28.45,0,0,12
2022-11-07,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,17,18511.3,18,17,1199,1088.9,0,0,5
2022-11-07,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,4,2565.08,9,8,649,641.27,1,1,4
2022-11-14,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,11,13584.34,12,10,1249,1234.94,1,0,27
2022-11-14,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5225.25,9,8,1099,1045.05,0,0,15
2022-11-14,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,8,9764.56,9,8,1299,1220.57,1,1,0
2022-11-14,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,4,5103.64,9,8,1299,1275.91,1,0,18
2022-11-14,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7497.36,14,14,649,624.78,0,0,20
2022-11-14,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,3,3085.74,7,7,1099,1028.58,1,1,19
2022-11-14,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5612.55,8,7,1199,1122.51,0,0,8
2022-11-14,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,11634.1,13,11,1249,1163.41,0,0,10
2022-11-14,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,23,27042.94,25,24,1299,1175.78,1,0,7
2022-11-21,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,5867.26,10,9,899,838.18,0,0,6
2022-11-21,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,0,0,1,1,1299,1259.92,0,1,4
2022-11-21,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,27,32767.2,30,29,1249,1213.6,0,0,0
2022-11-21,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,3,3527.91,6,6,1249,1175.97,0,0,7
2022-11-21,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,14033.04,18,18,1099,1002.36,0,1,25
2022-11-21,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,14803.36,13,11,1199,1138.72,0,1,19
2022-11-21,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8249.92,11,11,1299,1178.56,0,0,4
2022-11-21,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,4,2442.32,7,6,649,610.58,1,0,11
2022-11-21,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,8795.44,10,9,1199,1099.43,0,1,8
2022-11-28,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,0,0,5,5,1249,1193.91,1,0,7
2022-11-28,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,12763.52,13,13,1199,1160.32,0,1,3
2022-11-28,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5233.08,7,6,899,872.18,1,1,1
2022-11-28,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,18,21201.48,22,21,1299,1177.86,1,0,19
2022-11-28,102,Suburban,35000,120,28000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4159.5,6,6,899,831.9,1,1,5
2022-11-28,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,20,12462.2,23,21,649,623.11,1,1,15
2022-11-28,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5406.7,10,8,1099,1081.34,1,0,22
2022-11-28,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5366.64,10,10,899,894.44,1,0,11
2022-11-28,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,4,5033.52,9,8,1299,1258.38,1,1,13
2022-12-05,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8426.53,7,7,1249,1203.79,0,1,2
2022-12-05,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,844.42,4,3,899,844.42,1,0,19
2022-12-05,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,3,3445.86,8,7,1199,1148.62,0,0,12
2022-12-05,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8036.21,11,10,1249,1148.03,0,1,20
2022-12-05,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,5,2929.9,5,5,649,585.98,0,1,27
2022-12-05,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,19,24369.59,20,19,1299,1282.61,1,0,16
2022-12-05,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5374.6,7,7,1099,1074.92,0,0,27
2022-12-05,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,339,14,14,29.99,28.25,0,1,15
2022-12-05,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,8806.64,11,10,1199,1100.83,1,1,3
2022-12-12,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,5,3244.9,8,7,649,648.98,1,0,29
2022-12-12,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,237.92,8,8,29.99,29.74,0,1,19
2022-12-12,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,19,16236.07,19,19,899,854.53,0,1,4
2022-12-12,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,22,21921.46,24,24,1099,996.43,0,1,6
2022-12-12,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,5,2943.65,7,7,649,588.73,0,0,29
2022-12-12,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,16,443.68,21,19,29.99,27.73,1,0,6
2022-12-12,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,13,16081.39,16,16,1299,1237.03,0,0,19
2022-12-12,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,15022.28,18,17,1099,1073.02,1,1,20
2022-12-12,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,446.7,17,15,29.99,29.78,1,1,19
2022-12-19,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,436.2,18,16,29.99,29.08,0,0,5
2022-12-19,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,2,2447.2,5,3,1249,1223.6,0,0,13
2022-12-19,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7762.2,16,15,649,646.85,0,1,27
2022-12-19,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,6,6241.02,7,6,1099,1040.17,0,0,2
2022-12-19,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,20,23658.6,20,20,1249,1182.93,1,1,15
2022-12-19,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,16,19028,21,21,1299,1189.25,1,0,18
2022-12-19,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,12326.8,13,13,1249,1232.68,0,1,13
2022-12-19,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,19,563.92,24,24,29.99,29.68,0,1,20
2022-12-19,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,3,3263.55,3,1,1199,1087.85,0,1,5
2022-12-26,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9493.38,12,10,1099,1054.82,1,1,13
2022-12-26,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,25,16106.75,28,28,649,644.27,0,1,21
2022-12-26,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,4,3462.36,7,7,899,865.59,1,1,16
2022-12-26,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,2094.66,4,2,1099,1047.33,0,0,5
2022-12-26,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,18,22835.88,22,21,1299,1268.66,1,0,5
2022-12-26,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,17,10619.05,21,19,649,624.65,1,0,21
2022-12-26,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,20,542.6,20,18,29.99,27.13,1,1,16
2022-12-26,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5973,9,8,1199,1194.6,0,0,6
2022-12-26,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13129.09,13,11,1099,1009.93,1,1,26
2023-01-02,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15610.53,16,16,1249,1200.81,1,1,2
2023-01-02,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,4,4870.04,9,8,1299,1217.51,0,1,17
2023-01-02,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,16,13279.36,16,16,899,829.96,1,1,2
2023-01-02,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,18,21335.94,20,19,1199,1185.33,0,1,8
2023-01-02,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,15,17136.45,20,19,1249,1142.43,0,0,16
2023-01-02,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6277.55,5,5,1299,1255.51,0,0,9
2023-01-02,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,11,11768.57,14,14,1099,1069.87,1,1,20
2023-01-02,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,16,464.8,18,17,29.99,29.05,1,0,14
2023-01-02,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,14694.94,18,18,1249,1130.38,0,1,12
2023-01-09,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,2,2342.52,2,1,1249,1171.26,1,0,0
2023-01-09,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,142.35,7,6,29.99,28.47,1,0,1
2023-01-09,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,17,20411.22,17,15,1299,1200.66,0,1,5
2023-01-09,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,6,166.92,8,7,29.99,27.82,1,0,18
2023-01-09,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,9,11406.96,11,9,1299,1267.44,0,1,12
2023-01-09,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5166.2,10,10,1099,1033.24,0,0,20
2023-01-09,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,11,9085.45,16,16,899,825.95,1,1,6
2023-01-09,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,16,18997.92,20,19,1299,1187.37,1,1,5
2023-01-09,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,20,20193.2,24,22,1099,1009.66,0,1,13
2023-01-16,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,0,0,3,1,1249,1223.04,0,0,7
2023-01-16,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,17,10684.67,20,20,649,628.51,0,0,16
2023-01-16,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1718.52,4,2,899,859.26,0,0,2
2023-01-16,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,12864.96,12,12,1099,1072.08,0,1,24
2023-01-16,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,10,11712.7,14,12,1299,1171.27,1,0,11
2023-01-16,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,14,8193.5,16,14,649,585.25,1,1,22
2023-01-16,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,5,5867.4,10,9,1299,1173.48,1,0,13
2023-01-16,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,6,6106.74,11,11,1099,1017.79,1,0,25
2023-01-16,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,325.82,11,10,29.99,29.62,0,0,4
2023-01-23,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1782.96,6,4,899,891.48,1,0,4
2023-01-23,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6222.2,8,7,1299,1244.44,0,1,19
2023-01-23,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8202.25,8,6,1249,1171.75,0,0,7
2023-01-23,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,8,8121.04,11,11,1099,1015.13,1,1,26
2023-01-23,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,16,18869.12,20,19,1249,1179.32,1,0,20
2023-01-23,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,22,13544.52,23,23,649,615.66,0,1,2
2023-01-23,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5414.85,8,7,1199,1082.97,0,0,21
2023-01-23,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5310.96,10,10,899,885.16,0,1,0
2023-01-23,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,19,19824.03,20,20,1099,1043.37,0,1,21
2023-01-30,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8025.64,9,8,1249,1146.52,0,1,13
2023-01-30,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,12,13759.32,17,15,1199,1146.61,1,0,9
2023-01-30,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,16,9888.64,16,14,649,618.04,0,1,8
2023-01-30,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,8706.08,9,7,1199,1088.26,1,0,0
2023-01-30,102,Suburban,35000,120,28000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4204.9,9,8,899,840.98,0,1,20
2023-01-30,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,22,24089.34,25,23,1099,1094.97,1,0,21
2023-01-30,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,6,6487.38,10,9,1099,1081.23,1,1,24
2023-01-30,103,Rural,20000,60,16000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,21,23207.52,23,23,1199,1105.12,0,0,15
2023-01-30,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,4,119.72,6,5,29.99,29.93,0,1,5
2023-02-06,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,10448.46,14,12,1199,1160.94,1,0,19
2023-02-06,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,8,4934,8,8,649,616.75,0,0,1
2023-02-06,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,1,28.13,2,1,29.99,28.13,1,0,11
2023-02-06,102,Suburban,35000,120,28000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,376.35,13,13,29.99,28.95,1,1,8
2023-02-06,102,Suburban,35000,120,28000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,12437.32,14,12,899,888.38,1,1,11
2023-02-06,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,8,9455.68,9,9,1249,1181.96,0,0,27
2023-02-06,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,146.25,6,5,29.99,29.25,1,1,8
2023-02-06,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,11,6436.54,11,9,649,585.14,0,1,20
2023-02-06,103,Rural,20000,60,16000,202,Laptop,Dell,XPS,XPS 13,512 GB,9,10599.39,11,10,1299,1177.71,0,1,4
2023-02-13,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,16,20377.6,16,14,1299,1273.6,0,0,23
2023-02-13,101,Urban,40000,100,30000,204,Tablet,Apple,iPad,iPad Air,64 GB,1,584.89,4,3,649,584.89,1,0,11
2023-02-13,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15174.12,15,13,1249,1167.24,0,1,18
2023-02-13,102,Suburban,35000,120,28000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,19477.24,21,21,1249,1145.72,1,1,11
2023-02-13,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,0,0,4,4,1199,1155.38,1,0,19
2023-02-13,102,Suburban,35000,120,28000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,21,22828.26,26,24,1099,1087.06,0,0,8
2023-02-13,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9890.1,14,14,1099,1098.9,1,1,29
2023-02-13,103,Rural,20000,60,16000,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7674.12,13,12,649,639.51,0,0,8
2023-02-13,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,226.48,12,11,29.99,28.31,1,0,10
2023-02-20,101,Urban,40000,100,30000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,14256.06,18,18,1099,1096.62,1,0,13
2023-02-20,101,Urban,40000,100,30000,202,Laptop,Dell,XPS,XPS 13,512 GB,23,28186.73,27,25,1299,1225.51,0,1,6
2023-02-20,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,19930.29,22,22,1249,1172.37,1,1,13
2023-02-20,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,11,13247.74,12,12,1299,1204.34,1,1,0
2023-02-20,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,2,1199.34,5,5,649,599.67,1,1,16
2023-02-20,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,16291.1,16,14,1199,1163.65,1,1,6
2023-02-20,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,10,281,10,8,29.99,28.1,1,1,19
2023-02-20,103,Rural,20000,60,16000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,0,0,1,0,899,817.38,0,0,12
2023-02-20,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,18,19697.22,18,16,1099,1094.29,0,1,19
2023-02-27,101,Urban,40000,100,30000,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,4,3568.12,9,9,899,892.03,0,1,2
2023-02-27,101,Urban,40000,100,30000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15740.53,13,11,1249,1210.81,1,1,16
2023-02-27,101,Urban,40000,100,30000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,304.81,12,12,29.99,27.71,1,0,15
2023-02-27,102,Suburban,35000,120,28000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6654.9,7,6,1199,1109.15,0,0,15
2023-02-27,102,Suburban,35000,120,28000,204,Tablet,Apple,iPad,iPad Air,64 GB,16,9517.12,21,20,649,594.82,0,0,9
2023-02-27,102,Suburban,35000,120,28000,202,Laptop,Dell,XPS,XPS 13,512 GB,0,0,1,0,1299,1192.04,1,0,17
2023-02-27,103,Rural,20000,60,16000,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,19,540.17,20,19,29.99,28.43,0,0,0
2023-02-27,103,Rural,20000,60,16000,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,19,19243.96,20,19,1099,1012.84,1,0,12
2023-02-27,103,Rural,20000,60,16000,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,8,9034.24,8,8,1249,1129.28,1,0,24
2023-03-06,101,Urban,40000,100,30000,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5527.05,9,8,1199,1105.41,0,0,29
